MD,DEVI,DTCO,DTSM_FAST,DTSM_SLOW,RHOB_model,GR_Normalized
ft , dega, us/ft , us/ft , us/ft , g/cc ,None
Measured Depth ,Borehole Deviation ,Compressional Slowness ,Fast Shear Slowness ,Slow Shear Slowness ,Bulk density - modeled ,Normalized Gamma Ray  
6692.5,76.73373,71.91876,113.7004,159.1568,2.30991,0.39756897
6693,76.76698,72.67855,113.7526,155.7242,2.310296,0.39699084
6693.5,76.80024,72.89248,114.0254,152.073,2.321643,0.39925575
6694,76.8335,72.87595,114.4459,148.9552,2.33572,0.40122783
6694.5,76.86674,73.3459,115.1018,147.2076,2.340712,0.3910156
6695,76.9,74.35605,115.9924,146.8691,2.336001,0.39143753
6695.5,76.93994,75.11182,116.8708,147.2219,2.332007,0.38698
6696,76.97987,74.96325,117.4393,147.4419,2.337008,0.38242456
6696.5,77.01981,73.97914,117.4851,146.9502,2.350621,0.37400913
6697,77.05975,72.53325,116.9089,145.4143,2.369097,0.3752964
6697.5,77.09969,70.91241,115.8512,142.7425,2.390524,0.37599012
6698,77.13963,69.39496,114.607,139.3241,2.412356,0.37851593
6698.5,77.17957,68.34104,113.4344,136.0807,2.428872,0.37222585
6699,77.2195,67.9599,112.5734,133.7812,2.436286,0.3684993
6699.5,77.25944,68.18509,112.2551,132.233,2.437299,0.34898785
6700,77.29938,68.96003,112.6057,130.5696,2.436654,0.3289374
6700.5,77.33931,70.4062,113.5865,128.5826,2.43422,0.30708727
6701,77.37925,72.5068,114.9368,127.0019,2.426759,0.2991281
6701.5,77.41919,74.76797,116.1177,126.2282,2.414901,0.29769012
6702,77.45913,76.0566,116.4485,125.9006,2.406289,0.3057088
6702.5,77.49907,75.0013,115.4448,125.6184,2.41154,0.29548615
6703,77.53901,71.34782,113.1578,125.2354,2.435757,0.27542385
6703.5,77.57894,66.52108,110.1996,124.7453,2.472786,0.23985319
6704,77.61888,62.14857,107.2845,124.1783,2.510713,0.21127908
6704.5,77.65882,58.76477,104.8232,123.432,2.543827,0.16657901
6705,77.69876,56.15968,103.0194,122.3125,2.573981,0.12790777
6705.5,77.7387,54.22826,101.8984,120.7709,2.600946,0.09882873
6706,77.77864,53.02644,101.1879,119.0509,2.620434,0.08551805
6706.5,77.81858,52.33499,100.5653,117.6579,2.63198,0.075724006
6707,77.85852,51.73549,99.9873,116.9059,2.64055,0.065549284
6707.5,77.89846,51.13559,99.6418,116.4716,2.649402,0.06337322
6708,77.9384,50.8539,99.64789,115.8365,2.655665,0.068365045
6708.5,77.97834,51.18137,99.83961,115.1055,2.653739,0.08343635
6709,78.01828,52.07882,99.81123,114.9763,2.640466,0.09506881
6709.5,78.05822,53.1506,99.19457,116.0211,2.61799,0.11897007
6710,78.09816,53.84022,98.01968,118.2705,2.593716,0.13474049
6710.5,78.1381,53.81561,96.82238,121.4259,2.576665,0.17811348
6711,78.17805,53.29221,96.26972,125.221,2.570101,0.21005324
6711.5,78.21799,52.87425,96.69727,129.3592,2.568336,0.24356847
6712,78.25793,53.00943,98.12376,133.3604,2.564682,0.2714306
6712.5,78.29787,53.90136,100.5016,136.916,2.55525,0.3080912
6713,78.33781,55.71517,103.5307,140.1404,2.535339,0.3554665
6713.5,78.37775,58.42837,106.3781,143.2257,2.501586,0.38050085
6714,78.41769,61.60727,108.177,146.2385,2.456707,0.39571512
6714.5,78.45763,64.65663,108.7635,149.0661,2.407593,0.39744952
6715,78.49757,67.28667,108.6574,151.1858,2.361101,0.39380664
6715.5,78.53751,69.53896,108.4972,152.0076,2.322654,0.40623495
6716,78.57746,71.361,108.6684,151.7113,2.297252,0.43000033
6716.5,78.6174,72.52634,109.2428,151.2934,2.286747,0.45281038
6717,78.65734,73.06742,110.0603,151.8672,2.28462,0.46300763
6717.5,78.69729,73.24786,110.8614,154.0483,2.281725,0.45762745
6718,78.73723,72.89351,111.3596,157.5733,2.279449,0.45818138
6718.5,78.77717,71.32062,111.3028,161.454,2.290648,0.44623038
6719,78.81712,68.40211,110.6424,164.7284,2.321963,0.44018766
6719.5,78.85706,65.36729,109.7123,167.0325,2.358455,0.44063962
6720,78.897,63.78815,109.1897,168.6043,2.377484,0.43715677
6720.5,78.93694,64.06129,109.7674,169.9774,2.374441,0.43893978
6721,78.97689,65.59491,111.6541,171.5817,2.359917,0.4325416
6721.5,79.01683,67.65771,114.1065,173.4393,2.341219,0.4300245
6722,79.05678,69.61691,115.7569,175.1666,2.319278,0.4190245
6722.5,79.09672,71.03941,115.768,176.278,2.294599,0.40963557
6723,79.13667,71.69485,114.3786,176.4853,2.27142,0.4003922
6723.5,79.17661,71.48576,112.4311,175.8168,2.257865,0.4001504
6724,79.21655,70.52993,110.7884,174.5983,2.260992,0.40175712
6724.5,79.25649,69.17043,109.9205,173.3166,2.279687,0.42104372
6725,79.29644,67.87219,109.8405,172.4395,2.304073,0.42962992
6725.5,79.33638,67.01283,110.4146,172.2184,2.324684,0.42729634
6726,79.37633,66.63196,111.4629,172.5164,2.339258,0.41364646
6726.5,79.41628,66.49747,112.7119,172.939,2.350354,0.41316697
6727,79.45621,66.41151,113.9589,173.1802,2.360395,0.424469
6727.5,79.49616,66.39221,115.1309,173.1585,2.368855,0.43602273
6728,79.5361,66.56165,116.0769,172.9289,2.372972,0.42594177
6728.5,79.57605,66.96014,116.4139,172.5863,2.369834,0.4230656
6729,79.616,67.60324,115.7587,172.2069,2.356533,0.41779834
6729.5,79.65594,68.53564,114.2062,171.7901,2.331777,0.42922854
6730,79.69588,69.69546,112.4162,171.214,2.299744,0.43344206
6730.5,79.73583,70.69553,111.0248,170.2675,2.272347,0.43956748
6731,79.77578,70.89335,110.1665,168.8415,2.264173,0.42982283
6731.5,79.81573,70.04865,109.7543,167.1949,2.279299,0.42204455
6732,79.85567,68.75548,109.8616,165.9326,2.305847,0.4195337
6732.5,79.89561,67.8923,110.5775,165.5219,2.327634,0.41778094
6733,79.93556,67.96217,111.7926,165.9129,2.335672,0.42220554
6733.5,79.97551,68.9681,113.1789,166.8021,2.32883,0.42359757
6734,80.01546,70.4939,114.4392,168.1322,2.31213,0.4185235
6734.5,80.0554,71.85914,115.7991,170.0491,2.297572,0.39960855
6735,80.09534,72.49605,117.731,172.4017,2.297577,0.40362138
6735.5,80.13529,72.24361,119.8141,174.6154,2.311437,0.425796
6736,80.17524,71.30767,120.4486,176.1176,2.325767,0.44610125
6736.5,80.21519,70.15329,118.4184,176.6122,2.32754,0.44003657
6737,80.25513,69.31184,114.5417,175.9474,2.312778,0.42673826
6737.5,80.29508,69.08949,111.0528,174.0456,2.290373,0.4327401
6738,80.33503,69.39787,109.5028,171.2109,2.276919,0.43763554
6738.5,80.37498,69.84086,109.9877,168.3639,2.281918,0.45354885
6739,80.41492,70.1221,111.7425,166.5229,2.299075,0.45497373
6739.5,80.45487,70.37396,113.6958,165.969,2.313516,0.4489975
6740,80.49482,70.84109,114.851,166.253,2.315075,0.4407953
6740.5,80.53477,71.46217,114.7145,166.9945,2.302675,0.43442276
6741,80.57471,72.03217,113.4966,168.2984,2.279642,0.44064322
6741.5,80.61466,72.49837,112.0033,170.4065,2.251295,0.44202435
6742,80.65461,72.86803,111.2414,173.2525,2.227984,0.44409847
6742.5,80.69456,73.06461,111.8263,176.4018,2.221763,0.44203985
6743,80.7345,72.99364,113.587,179.3146,2.234266,0.43417782
6743.5,80.77445,72.69587,115.7798,181.6847,2.25508,0.43667826
6744,80.8144,72.42937,117.6302,183.5203,2.27161,0.42654964
6744.5,80.85435,72.56076,118.8223,184.9023,2.276381,0.41346222
6745,80.89429,73.23552,119.7698,185.771,2.271675,0.3962727
6745.5,80.93424,74.04804,121.2796,185.9712,2.270805,0.37167144
6746,80.9742,74.28811,123.6356,185.4728,2.285688,0.36985385
6746.5,81.01414,73.73901,126.0165,184.4772,2.310792,0.37224546
6747,81.05409,72.77804,127.4113,183.3753,2.333667,0.3905095
6747.5,81.09404,71.81643,128.0911,182.6611,2.351024,0.3971519
6748,81.13399,71.01514,129.2304,182.7023,2.366846,0.39265883
6748.5,81.17394,70.27118,131.4146,183.4777,2.384846,0.38723123
6749,81.21389,69.3803,134.0604,184.5529,2.404922,0.37793612
6749.5,81.25384,68.30363,135.8958,185.3288,2.423586,0.3779847
6750,81.29379,67.1412,135.8495,185.2963,2.437592,0.38752455
6750.5,81.33373,65.96867,133.5371,184.1856,2.445725,0.3982177
6751,81.37369,64.95781,129.2082,182.1307,2.445793,0.39835602
6751.5,81.41364,64.23755,123.9899,179.8644,2.437334,0.3832225
6752,81.45358,63.59616,119.8667,178.5267,2.429125,0.38071072
6752.5,81.49354,62.87039,118.3602,178.8026,2.431889,0.3888196
6753,81.53349,62.33976,119.2566,180.2825,2.442246,0.40992013
6753.5,81.57343,62.36603,121.06,181.8476,2.448239,0.42180634
6754,81.61339,63.09211,122.3732,182.3775,2.442874,0.42479688
6754.5,81.65334,64.42984,122.5361,181.0478,2.426257,0.43240765
6755,81.69328,65.99629,121.4587,177.6149,2.403989,0.43440413
6755.5,81.73324,67.2131,119.3875,172.7626,2.384007,0.43905294
6756,81.77319,67.72213,116.8169,167.9121,2.370907,0.42711037
6756.5,81.81314,67.64657,114.3044,164.4116,2.363073,0.43125573
6757,81.85309,67.35936,112.223,162.8674,2.355997,0.44273934
6757.5,81.89304,67.05714,110.7641,163.1498,2.348655,0.46193188
6758,81.93299,66.66891,110.1802,164.7101,2.346285,0.47205687
6758.5,81.97294,66.12404,111.0866,166.8551,2.357276,0.48831713
6759,82.01289,65.536,114.2749,169.004,2.384656,0.50662786
6759.5,82.05284,65.10456,119.7971,170.9487,2.419444,0.5244499
6760,82.0928,64.98458,126.4409,172.818,2.44825,0.5316525
6760.5,82.13274,65.27306,132.4116,174.5479,2.463947,0.5556984
6761,82.1727,65.90157,136.3443,175.6485,2.467341,0.56822026
6761.5,82.21265,66.49156,137.9547,175.8132,2.465014,0.5892802
6762,82.2526,66.71159,137.8477,175.3849,2.462758,0.6059223
6762.5,82.29255,66.58835,136.8017,175.0217,2.461555,0.6155842
6763,82.3325,66.19252,135.1893,175.0564,2.461138,0.62963766
6763.5,82.37245,65.73297,132.9106,175.3958,2.458729,0.62946784
6764,82.41241,65.72967,129.8843,175.9765,2.447167,0.63209206
6764.5,82.45235,66.36587,126.5423,176.9814,2.423992,0.63017344
6765,82.49231,67.1307,123.6838,178.5797,2.397879,0.63743436
6765.5,82.53226,67.5652,121.9155,180.6929,2.379015,0.64160025
6766,82.57221,68.02515,121.3345,183.0642,2.365112,0.6478422
6766.5,82.61217,68.98776,121.7831,185.3776,2.349845,0.64997846
6767,82.65211,69.97826,122.9836,187.2189,2.339602,0.68201756
6767.5,82.69207,70.12708,124.1699,188.1195,2.342972,0.6924668
6768,82.73203,69.43668,124.3438,187.857,2.35414,0.70434505
6768.5,82.77197,68.64445,123.3597,186.6761,2.361782,0.68685156
6769,82.81193,68.27128,122.112,185.2548,2.362384,0.7074376
6769.5,82.85188,68.51216,121.5775,184.4283,2.357152,0.71647114
6770,82.89183,69.56217,122.2021,184.8541,2.344958,0.74636406
6770.5,82.93179,71.42034,124.0833,186.9503,2.326224,0.75515115
6771,82.97174,73.61385,127.2867,190.8402,2.308331,0.78045994
6771.5,83.01169,75.49677,131.8484,195.9101,2.300848,0.7805451
6772,83.05164,76.86127,137.2064,200.6995,2.303749,0.77101296
6772.5,83.0916,78.18066,141.8407,203.8479,2.304766,0.7579386
6773,83.13155,80.23622,144.1878,205.0617,2.290018,0.7662015
6773.5,83.1715,83.46932,144.1292,204.9269,2.254301,0.7690639
6774,83.21146,87.44778,143.1582,204.1492,2.206705,0.763675
6774.5,83.25141,90.86617,142.7853,203.1815,2.168423,0.7532543
6775,83.29137,92.47026,143.1134,202.22,2.155013,0.7453333
6775.5,83.33131,92.09211,143.3691,201.327,2.163023,0.7292213
6776,83.37127,90.57101,142.9964,200.4888,2.179179,0.7140868
6776.5,83.41122,88.94297,141.8073,199.5397,2.191762,0.7062528
6777,83.45118,87.73947,139.8937,198.1479,2.196323,0.6926344
6777.5,83.49113,86.70389,137.7668,196.1104,2.199052,0.7087063
6778,83.53109,85.38512,136.0648,193.7868,2.208601,0.7080064
6778.5,83.57104,83.90627,134.8553,192.0115,2.222274,0.7315681
6779,83.61099,82.95529,133.7925,191.3584,2.228228,0.72603583
6779.5,83.65095,83.2113,133.1673,191.6978,2.220123,0.7421063
6780,83.6909,84.72684,133.7919,192.494,2.20394,0.7466349
6780.5,83.73086,86.87094,135.6548,193.2915,2.189266,0.7376063
6781,83.77081,88.85648,137.6293,193.8313,2.178604,0.7265189
6781.5,83.81077,90.09607,138.6193,193.9249,2.171169,0.7211547
6782,83.85072,90.27335,138.609,193.5082,2.170169,0.7127085
6782.5,83.89067,89.4453,138.6288,192.876,2.18129,0.6990889
6783,83.93063,88.04845,140.1525,192.6276,2.207205,0.6777775
6783.5,83.97058,86.66714,144.089,193.1142,2.242496,0.68641347
6784,84.01054,85.75049,149.0608,194.0879,2.272356,0.69568825
6784.5,84.05049,85.43046,151.7373,195.0977,2.284158,0.70912486
6785,84.09045,85.50594,150.1931,195.8884,2.275997,0.69437414
6785.5,84.1304,85.61736,145.67,196.3242,2.254442,0.68386084
6786,84.17036,85.47292,141.1026,196.4269,2.232456,0.670447
6786.5,84.21031,84.94698,138.981,196.5245,2.225982,0.6629871
6787,84.25027,84.15288,139.9304,197.0374,2.239362,0.63122207
6787.5,84.29022,83.47562,142.8025,198.1771,2.259647,0.5879499
6788,84.33018,83.27846,146.1229,200.0146,2.27389,0.5675473
6788.5,84.37013,83.55295,149.1243,202.4661,2.279646,0.5747693
6789,84.41009,84.01318,151.2784,204.8643,2.279752,0.6205882
6789.5,84.45004,84.50699,151.8687,206.0148,2.275341,0.64726454
6790,84.49,85.1313,150.6677,205.1261,2.26574,0.6659396
6790.5,84.5161,85.85833,148.1959,202.4294,2.252367,0.66296417
6791,84.54219,86.36503,145.1333,198.8182,2.239345,0.6651818
6791.5,84.56829,86.38879,142.0358,195.1799,2.230278,0.64962035
6792,84.59438,86.01062,139.3679,192.1245,2.225897,0.6482729
6792.5,84.62048,85.52042,137.4184,189.9322,2.224632,0.63911504
6793,84.64658,85.14052,136.1828,188.4552,2.2247,0.6595853
6793.5,84.67268,84.9071,135.4297,187.2258,2.225524,0.645969
6794,84.69877,84.76512,134.9567,185.863,2.227438,0.6491914
6794.5,84.72487,84.69592,134.6455,184.3612,2.229954,0.6260411
6795,84.75097,84.69167,134.2959,183.009,2.231167,0.63205296
6795.5,84.77706,84.67853,133.7411,182.1591,2.229893,0.6347458
6796,84.80316,84.54472,133.1489,182.0362,2.227819,0.6366611
6796.5,84.82926,84.22862,132.9517,182.5828,2.228723,0.628381
6797,84.85535,83.79651,133.4324,183.4067,2.234796,0.6238928
6797.5,84.88145,83.37456,134.4784,183.9954,2.2448,0.62513566
6798,84.90755,82.89469,135.6698,184.0797,2.257097,0.6309948
6798.5,84.93365,82.21112,136.5369,183.7739,2.270191,0.6315345
6799,84.95975,81.57062,136.859,183.4199,2.279684,0.63190347
6799.5,84.98585,81.39332,136.7726,183.2944,2.281436,0.6213813
6800,85.01195,81.6215,136.5935,183.3898,2.277794,0.6173984
6800.5,85.03805,81.82653,136.5358,183.4818,2.275043,0.61410564
6801,85.06415,81.59798,136.5864,183.4167,2.277955,0.60842055
6801.5,85.09025,80.73416,136.6009,183.2424,2.287859,0.60380363
6802,85.11635,79.14484,136.4384,183.029,2.304956,0.6113078
6802.5,85.14244,76.69695,135.9936,182.7047,2.330711,0.6330861
6803,85.16854,73.77589,135.1845,182.1473,2.361323,0.63727957
6803.5,85.19464,71.51726,133.9874,181.3356,2.384028,0.6394957
6804,85.22074,70.78335,132.499,180.3128,2.38832,0.6424443
6804.5,85.24684,71.48605,130.8891,179.083,2.374949,0.6509357
6805,85.27294,72.96115,129.1552,177.6782,2.351302,0.6455826
6805.5,85.29904,74.56372,126.9533,176.2982,2.322427,0.62800795
6806,85.32514,75.95671,124.0432,175.3171,2.288537,0.6150329
6806.5,85.35124,77.02427,121.2142,175.1773,2.253233,0.6168979
6807,85.37734,77.72576,120.3519,176.1973,2.233017,0.6261869
6807.5,85.40344,78.08331,122.9131,178.3843,2.243692,0.6301437
6808,85.42954,78.11281,128.2437,181.336,2.274611,0.6359318
6808.5,85.45564,77.80607,133.6212,184.235,2.303441,0.6392105
6809,85.48174,77.34922,136.1845,186.0931,2.317893,0.64020485
6809.5,85.50785,77.20956,135.347,186.4344,2.314833,0.64578134
6810,85.53395,77.71584,133.2038,185.7778,2.299225,0.6511367
6810.5,85.56005,78.66614,131.8916,185.0235,2.282082,0.64781994
6811,85.58615,79.54071,131.4377,184.4974,2.269953,0.64317816
6811.5,85.61225,79.94522,131.3108,184.0539,2.265269,0.6423841
6812,85.63835,79.79835,132.3792,183.8052,2.274042,0.63843465
6812.5,85.66445,79.30259,135.6561,184.1372,2.29703,0.63608485
6813,85.69056,78.78368,139.9814,185.0193,2.321288,0.6262266
6813.5,85.71666,78.44564,142.5839,185.8387,2.334071,0.6470024
6814,85.74276,78.26112,142.026,186.0923,2.333336,0.644453
6814.5,85.76886,78.11714,139.4371,185.8441,2.324563,0.6459702
6815,85.79497,78.04897,136.9344,185.4752,2.314707,0.62766045
6815.5,85.82107,78.26814,135.6519,185.2913,2.306394,0.63511336
6816,85.84717,78.97329,135.3173,185.3656,2.296533,0.6327614
6816.5,85.87327,80.19285,135.189,185.5538,2.281578,0.6484689
6817,85.89938,81.67596,134.8097,185.6001,2.262431,0.64448845
6817.5,85.92548,82.93571,133.9559,185.3309,2.243409,0.6570812
6818,85.95158,83.63493,132.7348,184.8144,2.228547,0.6586555
6818.5,85.97768,83.83839,132.0983,184.2532,2.22319,0.66085076
6819,86.00378,83.74279,133.3804,183.6987,2.234348,0.649123
6819.5,86.02988,83.35241,136.5158,183.0161,2.259356,0.63232327
6820,86.05599,82.62711,139.3912,182.198,2.283981,0.62678665
6820.5,86.08209,81.74167,139.8179,181.5867,2.29647,0.6342559
6821,86.1082,81.00243,137.66,181.6432,2.29372,0.65159875
6821.5,86.1343,80.6432,134.5495,182.5609,2.279415,0.6589873
6822,86.16041,80.71891,132.1198,184.1433,2.260793,0.64764684
6822.5,86.18651,81.05035,131.0076,185.9168,2.245567,0.6415557
6823,86.21261,81.32262,131.0434,187.3726,2.239053,0.6402585
6823.5,86.23872,81.37823,131.9235,188.277,2.242168,0.6635991
6824,86.26482,81.31602,133.6125,188.8452,2.252388,0.66727895
6824.5,86.29092,81.28896,136.2076,189.4819,2.266483,0.6691195
6825,86.31702,81.30977,139.4592,190.2667,2.281668,0.65480715
6825.5,86.34313,81.25479,142.3581,190.8839,2.294663,0.65299535
6826,86.36923,81.05125,143.4512,191.0751,2.301203,0.6466095
6826.5,86.39534,80.83802,142.1208,190.903,2.297971,0.6369333
6827,86.42145,80.82164,139.6285,190.629,2.287135,0.6368267
6827.5,86.44755,81.03223,138.1847,190.5448,2.277789,0.6398675
6828,86.47366,81.382,138.9582,190.9036,2.277138,0.6521268
6828.5,86.49976,81.73534,141.3172,191.7436,2.283193,0.63730305
6829,86.52586,81.89874,143.5494,192.5371,2.29016,0.6149899
6829.5,86.55197,81.85649,144.179,192.3557,2.293666,0.61894953
6830,86.57807,81.86574,143.0651,190.801,2.291569,0.6295571
6830.5,86.60418,82.12799,141.156,188.4017,2.284728,0.64872307
6831,86.63028,82.5812,139.2233,185.9954,2.275445,0.6490884
6831.5,86.65639,83.04024,137.2368,184.2071,2.264004,0.6553386
6832,86.6825,83.40404,134.9083,183.4157,2.248479,0.6640048
6832.5,86.7086,83.69167,132.5805,183.698,2.229644,0.66624796
6833,86.7347,83.90958,131.3705,184.6989,2.21602,0.66602737
6833.5,86.76081,83.97574,132.0895,185.7354,2.217691,0.680909
6834,86.78692,83.80828,134.1403,186.2052,2.232367,0.6703648
6834.5,86.81302,83.395,136.043,186.0488,2.249152,0.66292304
6835,86.83913,82.8374,136.9013,185.7381,2.260943,0.663071
6835.5,86.86523,82.40043,136.8222,185.6495,2.265519,0.6838371
6836,86.89133,82.35983,136.3187,185.628,2.263231,0.69598424
6836.5,86.91744,82.70862,135.8931,185.2416,2.257799,0.68674135
6837,86.94355,83.12151,135.8854,184.3318,2.255239,0.6861441
6837.5,86.96966,83.29813,136.2157,183.2364,2.257735,0.6945035
6838,86.99577,83.28117,136.35,182.4664,2.260484,0.6968433
6838.5,87.02187,83.35213,135.7939,182.2586,2.257037,0.6918041
6839,87.04797,83.64011,134.6038,182.4846,2.246244,0.6868625
6839.5,87.07408,83.98093,133.2906,182.9513,2.232889,0.6940121
6840,87.10019,84.17868,132.4309,183.6674,2.222958,0.6785926
6840.5,87.1263,84.26399,132.4733,184.7256,2.21951,0.68052113
6841,87.1524,84.48772,133.6306,185.9862,2.221606,0.66402537
6841.5,87.1785,85.14153,135.6459,186.9994,2.224787,0.68608004
6842,87.20461,86.39904,137.6516,187.2935,2.22263,0.6887707
6842.5,87.23072,88.02896,138.6449,186.7983,2.212389,0.7022262
6843,87.25683,89.10802,138.4692,186.0125,2.20181,0.7068249
6843.5,87.28294,88.7381,138.0892,185.5411,2.204559,0.7005414
6844,87.30904,87.25674,138.5411,185.3778,2.223558,0.704959
6844.5,87.33515,85.93707,139.6144,184.9058,2.244714,0.7103831
6845,87.36126,85.60654,140.0217,183.76,2.253027,0.7174555
6845.5,87.38736,86.10923,139.1604,182.377,2.246534,0.7108914
6846,87.41347,86.7272,138.0491,181.5088,2.236026,0.69321275
6846.5,87.43958,86.79726,137.8804,181.4998,2.23433,0.6976737
6847,87.46568,86.10381,138.3654,182.1257,2.242755,0.6977554
6847.5,87.49179,84.94244,138.2738,182.9082,2.252445,0.70291215
6848,87.5179,83.89629,136.9226,183.5215,2.254573,0.6897761
6848.5,87.54401,83.47592,134.807,184.0813,2.245461,0.69313276
6849,87.57011,83.84535,133.3417,184.9179,2.229865,0.6909803
6849.5,87.59622,84.703,133.8179,185.9639,2.220403,0.68508387
6850,87.62233,85.40414,136.0703,186.7671,2.225085,0.6839711
6850.5,87.64844,85.42899,138.4834,187.1593,2.238426,0.69257617
6851,87.67455,84.8259,139.487,187.4865,2.249739,0.69721764
6851.5,87.70065,84.21966,138.8564,188.2022,2.251201,0.69088185
6852,87.72676,84.35224,137.783,189.4324,2.240975,0.6748365
6852.5,87.75287,85.45879,137.919,190.799,2.226375,0.69377476
6853,87.77898,87.0381,139.9607,191.6272,2.219327,0.7005162
6853.5,87.80508,88.48611,142.7715,191.6196,2.22021,0.714277
6854,87.83119,89.55969,144.4368,191.2908,2.219242,0.7081608
6854.5,87.8573,90.18394,144.4277,191.3159,2.21294,0.7117991
6855,87.88341,90.30285,143.8245,191.5757,2.207773,0.712679
6855.5,87.90952,89.8755,143.4626,191.2871,2.210719,0.71791005
6856,87.93563,88.87611,142.9044,189.9567,2.220844,0.71291333
6856.5,87.96174,87.45617,141.3796,187.9713,2.231544,0.7102265
6857,87.98785,86.06324,139.1159,186.3125,2.237269,0.7002698
6857.5,88.01395,85.24445,137.2304,185.7042,2.236539,0.7058551
6858,88.04006,85.2926,136.4421,186.0386,2.230428,0.71548986
6858.5,88.06617,86.03976,136.5303,186.655,2.221163,0.7275877
6859,88.09228,86.84045,136.9574,186.9684,2.214218,0.72364783
6859.5,88.11839,86.93514,137.4006,186.7837,2.21646,0.7199155
6860,88.14449,86.17931,137.6028,186.1942,2.227415,0.7192482
6860.5,88.17061,85.07365,137.1773,185.3245,2.238995,0.7218383
6861,88.19672,84.03211,135.9908,184.3118,2.245817,0.7118489
6861.5,88.22282,83.14298,134.5222,183.4887,2.248908,0.6640752
6862,88.24893,82.55095,133.4387,183.2646,2.24955,0.6561904
6862.5,88.27504,82.47367,133.0855,183.7311,2.247117,0.657406
6863,88.30115,82.82731,133.6749,184.6159,2.244601,0.6901804
6863.5,88.32726,83.36018,135.5126,185.6202,2.247394,0.6972213
6864,88.35337,84.12246,138.4564,186.5589,2.253707,0.70884585
6864.5,88.37948,85.20498,141.2864,187.3073,2.255677,0.69846696
6865,88.40559,86.17683,142.237,187.8642,2.249397,0.7014186
6865.5,88.43169,86.33921,140.4129,188.3159,2.236975,0.68477356
6866,88.4578,85.48585,136.5749,188.6284,2.222848,0.6965643
6866.5,88.48392,84.13922,132.6025,188.5967,2.212163,0.70995057
